age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
35,39468,782232,632,0.8,1,0
19,52759,235595,625,8.6,1,0
25,51658,186175,744,3.0,1,0
28,31618,206411,752,4.3,0,0
50,56793,2197101,743,4.0,2,0
55,23260,340488,645,4.3,1,0
65,27807,260376,704,6.1,2,0
44,72220,389746,688,5.0,1,0
37,26651,343339,605,1.6,1,0
29,67705,1550550,605,4.0,4,1
60,21554,196500,712,1.4,2,0
48,141336,1137694,695,4.4,1,0
44,30805,487806,724,2.8,1,0
49,42864,1161962,743,0.2,2,0
27,59776,1569229,799,6.6,1,0
20,34919,473467,617,1.6,2,0
62,53425,343845,730,12.6,3,0
44,69231,466467,739,1.6,0,0
52,87235,410111,655,28.5,0,0
48,78818,117527,689,3.1,1,0
32,44219,1531846,657,0.1,3,0
33,44892,538545,848,0.4,1,0
30,200679,174472,688,0.4,1,0
66,86676,84624,716,0.3,4,0
52,28195,68728,658,1.6,2,0
69,52051,819446,641,2.0,0,0
28,40091,269633,575,0.6,0,0
38,45197,307453,767,2.9,1,0
68,23442,653778,741,2.3,3,0
28,38286,292775,655,5.1,1,0
47,145354,685031,607,1.1,2,0
65,69386,477448,694,12.3,1,0
52,15000,413617,640,3.6,1,0
39,101725,125718,662,4.9,2,0
55,94256,229627,578,0.2,2,1
48,39514,716424,697,4.1,0,0
31,75384,256371,698,2.3,1,0
41,29271,1160423,767,12.9,2,0
67,36969,2891023,667,10.8,2,1
66,120466,747962,653,5.1,1,0
49,41646,1460465,555,7.3,2,1
53,15965,787470,768,5.2,2,0
49,47193,288540,751,0.1,2,0
32,46762,519239,682,6.1,3,0
60,100611,2214764,573,1.0,0,1
52,49444,291022,582,5.7,0,0
20,38065,192632,636,0.1,2,0
33,91769,178553,757,1.9,1,0
22,52705,371749,703,3.6,2,0
38,31256,198237,560,2.0,0,0
27,98027,1688271,712,5.9,3,0
36,55061,526015,612,3.7,1,0
42,49106,962588,638,16.1,2,0
21,54543,348386,757,2.2,1,0
46,25786,177698,741,6.4,0,0
36,35717,155202,767,9.0,3,0
60,49126,213973,678,1.5,3,0
19,43616,584212,750,7.0,1,0
27,105183,670585,633,2.5,1,0
60,55851,716803,659,0.7,0,0
42,81874,134465,653,0.0,2,0
37,49297,442268,681,6.8,2,0
65,92389,194687,577,1.0,0,1
36,62225,609974,661,0.3,1,0
40,49417,649047,796,3.4,0,0
41,48631,173210,592,2.1,1,0
28,27648,959745,573,5.9,2,1
63,66446,2873548,580,0.6,5,1
51,47852,862739,850,0.7,0,0
45,36272,388377,717,2.6,2,0
22,95213,343438,658,3.7,0,0
22,23152,374276,685,8.7,2,0
68,38044,240725,698,4.4,1,0
38,90819,541402,628,11.6,2,0
29,59237,177945,638,1.2,3,0
67,47633,97561,667,4.5,2,0
21,56988,527382,622,5.3,1,0
66,54592,449992,648,6.5,0,0
59,19732,280145,708,22.4,1,0
37,39753,158552,600,3.2,2,0
55,129302,557822,850,2.3,2,0
42,33004,200357,740,9.6,1,0
31,40498,395871,578,1.0,5,0
28,35419,1815692,481,0.2,0,1
49,46527,744860,624,2.9,0,0
28,34548,147959,734,1.4,0,0
35,65646,159550,719,2.5,2,0
44,55181,499546,671,21.4,1,0
35,77973,147228,631,2.1,2,0
40,26093,89198,607,6.2,1,0
28,39966,677318,647,1.4,5,0
38,42811,571916,599,1.8,0,0
61,64433,634427,648,1.4,0,0
22,30456,546029,786,4.2,4,0
40,84913,419891,618,1.3,0,0
58,99892,260471,728,6.3,3,0
42,27083,668577,741,5.7,0,0
58,36514,1504403,593,2.7,0,1
27,35626,296267,612,0.1,1,0
39,237858,195518,765,0.1,2,0
36,37875,178421,605,3.8,2,0
18,134131,221154,675,9.1,1,0
24,22925,520257,843,4.6,0,0
21,27070,79881,758,2.9,1,0
18,32468,628654,686,10.7,1,0
32,29513,740536,747,1.1,6,0
57,41741,104981,675,2.2,1,0
29,32039,202127,761,4.2,0,0
39,29983,471533,516,1.7,1,1
39,98231,394440,668,30.4,3,0
67,102158,670453,513,3.0,2,1
64,86645,395177,692,0.3,1,0
34,67130,1216898,661,1.0,0,0
46,51825,342170,788,3.8,2,0
63,36380,201505,736,4.0,2,0
31,27670,188951,637,20.7,2,0
67,60949,796812,647,4.6,1,0
37,24241,453022,710,5.5,3,0
67,27001,734520,634,1.2,4,1
65,97904,722518,677,0.6,1,0
50,153336,87914,785,4.6,3,0
60,62067,177714,613,10.0,2,0
32,95213,195536,644,4.4,3,0
29,42297,230302,655,2.9,0,0
57,21969,316068,850,4.3,3,0
37,70777,983939,728,3.2,3,0
47,68980,1154047,770,0.8,1,0
55,51174,349999,741,6.8,0,0
20,42386,361846,746,3.8,1,0
45,87319,251614,717,2.5,0,0
43,27134,475133,709,4.1,2,0
47,30814,520225,563,1.4,1,1
30,26772,843386,708,2.8,0,0
30,51584,837981,671,4.9,0,0
19,25521,70144,723,1.3,2,0
54,32514,391587,674,6.9,2,0
66,32097,1338794,741,3.7,1,0
55,41924,311610,755,9.9,2,0
19,20081,1100630,447,9.4,2,1
53,51654,346223,645,3.4,0,0
43,103609,508865,531,1.1,0,1
28,53172,178168,699,6.7,0,0
25,123598,183615,655,2.7,2,0
61,109141,790478,788,4.5,0,0
57,78169,895784,696,0.6,2,0
60,51267,451866,641,5.0,2,0
39,49687,165707,755,2.3,0,0
37,77519,458192,654,2.0,3,0
25,38754,1209585,640,19.5,2,1
46,15843,1783865,711,2.8,2,1
57,65854,343393,809,5.7,1,0
43,24868,117254,748,4.9,1,0
47,27521,866563,725,0.6,1,0
34,49027,354771,850,6.9,6,0
37,46301,940749,621,2.0,2,1
69,21010,553965,619,8.0,1,1
33,54138,218216,691,4.7,5,0
63,87525,463515,801,1.9,2,0
60,24909,1260061,604,2.2,3,1
24,105186,392651,820,6.6,1,0
33,19223,193330,564,4.0,0,1
62,174624,124129,670,5.5,1,0
64,38301,238534,693,0.9,3,0
65,53496,318663,609,7.7,2,0
44,15752,852560,630,1.9,2,1
40,47226,180470,743,4.8,1,0
41,56223,1533405,795,0.6,2,0
26,46550,151793,510,1.9,1,1
52,34966,2856732,694,5.2,1,1
68,27779,1759279,670,1.6,0,1
37,96598,495306,688,10.6,2,0
54,49935,118402,654,5.4,0,0
59,123556,423225,576,10.2,2,1
34,35743,324657,803,2.5,0,0
64,37764,159623,772,0.2,1,0
48,79965,558387,671,4.3,3,0
25,18512,228910,640,2.1,2,0
32,23669,249714,631,3.0,1,0
48,94702,375891,473,5.7,1,1
47,24266,279308,708,6.0,1,0
63,16458,2332672,742,0.1,3,1
37,150409,288205,691,7.3,1,0
56,21241,629514,673,3.4,0,0
29,54746,497036,690,4.1,0,0
66,51095,586659,611,1.8,1,0
34,15000,623603,640,2.7,0,1
59,41756,895456,666,6.2,2,0
47,64154,547521,735,7.5,3,0
46,60632,529620,790,2.4,2,0
36,84297,463601,661,5.9,0,0
63,38851,396038,596,1.5,3,1
28,75169,213322,682,8.9,3,0
51,32415,421386,840,4.7,2,0
67,21030,536603,603,7.5,1,1
24,22502,610315,750,3.2,2,0
61,20388,511052,786,1.3,2,0
51,89836,367190,651,2.8,3,0
37,19756,422665,623,2.4,1,0
67,57781,284100,725,2.0,3,0
55,41791,568399,708,1.2,0,0
41,46092,370681,735,7.1,0,0
27,111097,511165,845,0.5,0,0
49,37682,985241,693,10.9,2,0
69,70753,250825,584,1.0,1,0
32,50138,713085,685,19.5,0,0
54,44747,454325,699,22.3,1,0
37,194849,2228757,781,2.5,0,0
20,20644,372115,664,22.0,2,0
54,106242,771530,647,10.2,2,0
57,72681,447880,570,0.4,2,0
25,36764,145707,723,14.7,1,0
57,130299,291690,850,0.2,1,0
61,16173,894819,662,1.0,1,1
40,35844,312964,716,4.4,1,0
57,23739,74891,636,0.4,1,0
28,62771,431437,577,0.9,1,0
63,25138,184634,714,15.3,4,0
25,63566,491616,682,26.2,4,0
46,43832,1530213,489,8.0,1,1
47,36768,818776,808,3.6,1,0
27,61894,1512575,713,11.5,0,0
56,41723,282318,685,0.6,0,0
45,25509,394536,646,14.3,2,0
66,263240,191846,712,2.2,3,0
53,36596,255957,716,9.9,1,0
30,15000,210763,712,5.5,2,0
49,29576,155534,765,16.1,1,0
53,22916,1319396,783,10.0,1,1
54,80473,82986,840,10.9,5,0
43,59455,1323924,613,5.0,1,1
39,62269,1198818,634,9.0,1,0
21,39260,659893,708,7.1,0,0
48,41456,181388,617,0.9,1,0
35,39239,124774,630,5.2,0,0
55,46689,285294,718,0.8,0,0
41,80918,729486,752,10.2,2,0
40,59972,443499,782,0.3,1,0
39,66175,191990,664,21.7,2,0
19,66153,1108550,717,2.6,5,0
48,83338,1702326,699,0.9,2,0
28,58272,369062,681,13.7,0,0
45,60797,482853,614,0.2,0,0
63,100035,132312,604,3.2,3,0
49,32891,317581,733,7.4,2,0
22,29335,665538,613,1.9,2,1
55,24063,587649,537,3.8,3,1
27,54707,294744,677,6.0,2,0
57,16119,355259,796,15.2,2,0
63,64685,309350,456,0.5,2,1
41,45912,354062,656,0.9,2,0
52,96836,620690,734,3.6,1,0
61,32756,91671,534,2.7,3,1
65,43391,416866,662,2.6,1,0
40,96117,585358,588,1.8,0,0
34,112406,280299,599,4.1,2,0
18,32594,301502,647,10.7,0,0
48,54669,308563,590,0.9,3,1
48,58492,301570,583,1.2,3,0
59,61340,444500,675,5.6,2,0
59,41875,490510,850,0.3,1,0
51,105749,82420,740,5.6,1,0
26,15774,745868,760,1.9,1,0
39,38075,350810,743,2.2,1,0
30,64135,2076865,624,2.6,0,0
42,64494,170532,704,2.2,0,0
65,110376,221050,767,9.2,1,0
35,100602,376123,746,14.6,0,0
68,41302,615740,695,4.0,0,0
29,106929,92909,721,4.4,0,0
57,31938,227913,850,0.4,1,0
34,85693,710025,747,6.2,1,0
32,145264,207212,654,4.4,2,0
59,101617,1323805,674,0.3,4,0
32,52232,307703,595,1.1,0,1
32,40172,215453,850,1.1,3,0
56,19591,720856,808,0.9,2,0
30,59060,1600927,686,5.4,1,0
34,25106,617304,850,13.2,3,0
49,30458,1212680,730,7.2,0,0
26,23993,1691807,645,3.2,2,1
57,37188,211612,752,2.6,1,0
37,48205,937257,711,2.4,3,0
43,57766,130773,747,4.6,2,0
44,34190,621519,570,2.2,0,0
38,93113,417878,615,1.3,0,0
35,43264,1195840,799,4.6,1,0
30,30557,1130082,815,2.5,4,0
33,56149,697896,793,0.1,2,0
26,159234,561710,850,0.1,0,0
29,59939,664436,726,1.6,4,0
61,39430,464825,720,3.6,1,0
55,19604,421275,606,2.2,2,1
36,42974,1402914,633,0.1,1,1
24,56441,1544656,520,1.3,1,1
52,38849,395012,654,0.5,0,0
65,18047,535046,515,14.8,1,1
35,29426,472278,766,1.9,1,0
33,117327,121861,711,0.1,3,0
56,115890,338017,517,5.4,2,1
21,28796,1590825,664,1.3,2,1
42,73398,242845,837,4.2,1,0
49,24169,2401573,669,0.8,1,1
57,113844,1129969,600,20.7,1,0
30,56791,609990,537,17.6,2,0
62,86663,692923,539,5.3,0,1
34,17517,212401,722,6.1,1,0
66,73613,357831,645,2.8,0,0
54,48795,1401591,651,16.4,2,0
23,81728,270594,645,2.8,1,0
36,84873,1033958,668,1.4,2,0
30,50994,147026,581,0.6,0,0
43,34183,169646,705,1.2,2,0
31,78262,2025055,566,4.2,4,1
48,47283,438243,619,1.4,1,1
21,29037,287563,760,5.3,4,0
56,28223,1316112,710,2.4,1,0
25,20205,1198590,734,10.9,0,1
42,36091,924125,850,4.1,2,0
30,94998,280430,675,4.9,3,0
49,54540,351676,681,4.1,4,0
55,35672,567674,658,10.8,4,0
55,79452,771058,644,0.3,1,0
45,29747,294552,599,0.3,0,1
47,51907,507163,686,6.0,2,0
20,44012,547935,708,7.3,3,0
45,78235,1238505,712,2.8,3,0
20,19027,809014,685,2.2,3,1
62,29433,132529,754,1.6,0,0
51,18343,372911,682,1.3,2,0
33,41950,210443,647,12.1,0,0
39,101402,696950,605,1.7,1,0
49,36197,925901,556,5.2,1,1
55,36083,479857,796,7.7,5,0
25,82704,357002,624,0.1,2,0
25,93072,467584,605,0.2,1,0
23,46483,522894,646,2.0,1,0
31,73926,265115,657,6.0,0,0
49,25689,166880,811,1.5,2,0
52,112059,85809,653,0.0,0,0
27,177943,1219249,850,1.7,1,0
20,67018,658087,685,0.5,2,0
29,15000,591258,844,1.2,0,0
66,35068,1217316,751,2.0,1,0
48,70805,162044,708,0.7,1,0
46,38067,110359,806,6.1,3,0
22,105168,601622,769,1.5,1,0
69,69765,559398,730,5.4,0,0
42,32084,110741,850,4.6,1,0
58,49979,589846,640,11.4,1,0
48,28672,321200,600,0.5,0,0
38,43934,231962,625,1.2,3,0
37,35145,338832,820,10.0,0,0
56,99196,62741,796,8.6,2,0
39,174487,275653,637,1.1,1,0
21,20770,251843,491,0.6,1,1
30,15460,690852,663,9.7,0,0
62,42314,389810,598,1.0,0,0
59,19711,737554,640,10.2,0,0
67,50399,57547,595,16.2,1,0
66,76830,226097,551,1.2,1,1
37,120148,690242,830,9.2,1,0
69,55317,345555,625,2.8,0,0
30,43656,870104,793,7.8,1,0
34,15000,104434,662,2.6,0,0
53,49797,794039,589,0.4,1,0
50,51163,265319,720,6.2,3,0
18,71924,245497,648,0.8,3,0
32,32045,977582,663,13.1,0,0
30,37758,1120763,691,2.7,2,1
34,20195,1012324,615,0.4,2,1
41,15000,2260086,550,1.3,2,1
25,25207,1218879,675,9.9,1,1
67,19106,234134,757,1.9,0,0
44,59995,495493,607,9.7,3,0
62,35922,331652,692,0.9,0,0
40,35491,2242881,800,3.2,2,1
63,27155,1070777,672,10.5,0,0
25,15000,380368,686,0.2,3,1
25,121174,892987,684,1.8,2,0
43,26898,165089,625,12.0,2,0
64,38274,540478,600,4.5,1,0
30,20477,208910,600,6.3,1,0
56,87829,114591,709,9.2,1,0
54,53426,828712,740,3.7,2,0
66,29857,915177,744,9.3,3,0
45,38741,637793,649,5.1,1,0
42,134176,382172,767,5.8,1,0
33,46920,160638,704,0.8,3,0
19,43956,174716,685,14.0,2,0
35,27866,203735,412,8.0,0,1
34,15728,366979,614,1.5,0,1
47,44532,1046480,558,4.3,2,1
56,59592,1033357,730,2.4,2,0
30,94821,118319,687,5.4,1,0
49,15000,254082,594,25.4,4,0
67,24957,248667,704,0.2,3,0
46,34598,58380,566,15.2,1,0
63,48918,695855,596,0.4,5,1
47,44935,363331,623,3.1,2,0
35,45569,404127,723,3.3,3,0
30,62621,1298469,791,1.6,1,0
60,28510,474799,633,4.2,3,0
38,85860,313456,785,9.0,0,0
47,63581,699179,683,1.7,1,0
38,40461,1032091,698,0.4,0,0
65,128097,560830,674,5.0,2,0
34,124722,767851,664,7.0,1,0
57,85796,393779,715,15.5,1,0
36,15000,414369,739,0.9,0,0
69,126420,484279,609,11.6,0,0
32,78972,242196,664,3.3,1,0
26,163381,280842,813,1.3,1,0
69,102999,1332148,694,16.5,4,0
27,126374,2205279,702,1.4,2,0
61,83049,1581300,773,6.6,5,0
48,110107,153490,639,7.7,3,0
40,162181,142075,677,2.8,2,0
69,55822,170660,745,5.9,0,0
47,19085,492628,779,4.2,2,0
50,40762,50000,490,1.1,1,1
69,61942,276221,621,7.1,1,0
26,51273,1363655,600,13.2,1,0
64,23203,970873,670,3.4,1,0
18,18423,294408,606,25.8,1,0
61,31423,312798,733,2.8,1,0
52,79589,696479,693,3.3,3,0
28,126526,934918,751,5.6,1,0
51,84960,288800,756,1.0,3,0
33,92453,366776,734,11.6,0,0
26,46700,281304,653,8.1,1,0
49,17235,152500,688,10.3,0,0
32,37304,371091,643,4.7,1,0
29,41971,349150,570,10.8,0,0
50,36379,161374,756,5.7,0,0
62,50656,741822,673,3.6,3,0
31,63885,651254,559,13.4,2,0
25,81781,771873,722,2.9,4,0
25,41486,239316,662,3.5,1,0
44,15642,90503,515,0.9,2,1
29,36690,642977,570,14.7,1,1
18,50323,260070,623,1.2,4,0
60,102097,216959,696,1.1,1,0
57,34867,161839,743,0.5,0,0
59,66671,354953,740,3.0,2,0
68,58340,1562600,728,1.6,2,0
28,50329,295268,677,6.8,0,0
56,85675,185008,817,1.8,3,0
60,32974,745303,735,6.4,0,0
48,34713,508006,697,1.1,1,0
34,48672,81190,725,1.3,4,0
50,33386,751538,648,8.2,3,0
49,66490,2428475,675,2.3,1,1
46,31955,55247,513,0.6,1,0
38,56150,164626,649,16.3,2,0
38,46161,50000,820,1.0,1,0
57,55768,416547,691,0.8,0,0
40,37203,977065,688,2.2,1,0
23,39996,481374,759,0.5,1,0
39,51927,1347277,708,0.8,4,0
67,55339,859787,617,9.4,3,0
55,48897,1726691,681,0.9,1,0
54,136382,1119249,589,0.6,1,0
62,27053,320502,694,10.6,2,0
68,47168,466671,612,2.9,2,0
25,19069,220810,754,0.9,1,0
58,61282,367866,639,4.4,1,0
66,25105,464847,614,0.2,3,1
52,41481,413359,670,2.8,2,0
68,39212,1294717,709,4.5,0,0
28,58019,339716,583,15.7,3,0
41,35183,209888,638,2.0,3,0
66,34297,220645,688,7.2,4,0
38,116019,747194,787,0.7,1,0
68,58147,143988,477,2.8,2,1
19,35009,376642,729,1.3,0,0
57,42171,1279525,649,3.4,1,0
36,131559,559097,640,2.7,0,0
56,42569,416780,625,19.5,2,0
45,32416,429884,650,12.5,2,0
34,32500,194142,729,4.4,2,0
23,35260,222858,637,1.0,2,0
36,34313,378455,812,4.1,3,0
55,22747,549639,729,7.9,1,0
45,24971,944602,695,0.2,2,1
19,29804,476416,666,2.8,2,0
55,69908,1305660,775,0.2,1,0
54,38997,1597832,786,1.4,4,0
68,43291,835857,587,0.5,1,1
69,105035,1178773,623,16.2,1,0
21,106617,200271,730,0.9,1,0
39,41387,176423,754,0.8,1,0
43,33573,669561,655,17.9,3,0
66,29183,151301,620,3.6,1,0
60,74285,350705,686,7.1,1,0
53,43354,819913,798,2.0,5,0
30,38874,1370516,683,3.8,1,0
69,30085,360997,578,0.0,2,0
49,30890,263035,688,2.6,4,0
34,59399,571699,742,4.0,3,0
58,22264,187430,671,3.6,0,0
53,89047,385145,780,2.6,1,0
63,35585,439590,749,7.8,3,0
36,44811,432619,675,3.5,2,0
52,21978,474873,683,5.1,2,0
63,48658,226928,532,1.0,1,0
57,40255,247311,776,9.9,1,0
45,47569,243362,653,2.3,1,0
18,118542,121045,648,3.3,3,0
59,54536,581556,636,2.2,5,1
35,30430,905032,716,11.1,4,0
65,31990,836555,589,11.6,0,1
57,70057,358614,601,1.3,1,0
50,106853,231236,675,7.0,1,0
29,58055,802471,629,0.5,3,1
25,74104,737586,706,0.2,3,0
41,70674,526463,632,9.1,1,0
33,114856,1785928,807,0.7,0,0
67,15218,433158,735,0.8,2,0
21,73154,360226,734,4.7,2,0
55,88454,321305,631,8.5,2,0
61,21955,126918,850,1.1,2,0
44,28813,750933,644,0.6,1,0
26,29422,406610,622,0.4,1,0
64,31657,665267,736,0.1,1,0
33,36716,1930910,695,0.6,1,1
29,56701,323643,614,14.3,1,0
48,82405,68158,850,0.5,2,0
41,93787,650083,758,4.6,2,0
31,29652,505593,680,12.7,1,0
62,29530,246233,850,4.9,2,0
42,107957,607928,744,0.2,3,0
51,72261,829747,679,4.5,1,0
20,51519,207463,850,11.7,1,0
41,65120,347644,732,1.9,1,0
59,48151,1441800,729,1.9,2,0
26,67154,248376,649,1.4,1,0
43,40069,466650,683,3.5,2,0
37,57600,54201,647,1.4,0,0
57,19804,135201,795,6.4,0,0
27,32445,501828,551,5.2,1,1
36,32656,1181612,789,2.6,2,0
20,39158,148802,609,6.4,2,0
41,28115,469606,675,0.5,1,0
22,35591,327559,656,6.9,1,0
20,19758,948341,638,4.6,1,1
44,68133,167001,735,5.0,2,0
33,46652,624097,679,0.3,2,0
66,17621,262248,626,4.8,2,0
32,29705,528834,692,3.4,0,0
52,59991,467495,624,3.3,4,0
29,35390,361702,636,1.9,3,0
58,32268,648391,560,0.0,2,1
61,46875,458136,643,2.7,2,0
43,60244,397820,719,2.6,1,0
64,20706,332656,682,2.7,3,0
51,68191,470748,825,4.7,4,0
40,30327,528413,850,1.8,5,0
48,48496,200523,642,1.6,3,0
67,47989,334510,613,3.4,2,0
37,35730,190203,770,4.5,0,0
29,26523,428533,706,4.2,0,0
40,41298,275442,770,10.7,0,0
21,129988,819644,711,7.3,1,0
40,21655,757805,664,0.3,4,1
65,135318,211462,664,4.1,1,0
65,41947,441597,714,2.7,0,0
18,50072,737346,663,2.2,0,0
42,25539,384520,777,15.8,1,0
19,30860,247069,575,3.1,3,1
47,36252,184624,777,6.4,1,0
20,26175,876256,530,17.1,1,1
38,43245,910883,691,0.8,1,0
42,38399,374610,653,0.3,0,0
37,148816,816604,558,1.9,0,0
66,24353,50000,515,0.2,3,1
69,52136,1279581,592,0.6,1,1
39,56880,390211,683,24.0,4,0
38,25791,495548,631,16.1,2,0
50,74020,342348,596,5.9,2,0
69,38599,1351284,788,7.0,2,0
55,15000,189361,581,0.8,1,0
32,72831,1439157,734,4.5,0,0
63,25080,607444,608,0.8,0,1
69,26142,728054,590,2.4,2,1
32,74068,339978,631,2.1,1,0
63,39803,155348,729,4.8,2,0
42,85021,931366,570,0.4,4,1
38,101326,567574,702,0.5,1,0
41,33291,1314936,603,4.7,2,1
22,78901,378881,617,5.1,4,0
23,31154,316353,712,2.1,0,0
66,187188,1343072,850,0.8,3,0
60,32345,2042153,607,10.9,0,1
65,90730,445734,737,0.3,0,0
61,81330,242266,654,6.3,1,0
64,59257,846126,642,0.8,5,0
40,32783,361054,765,5.1,1,0
21,44764,714551,612,5.4,2,0
44,15000,359539,587,8.2,0,1
35,56086,1546045,716,2.5,2,0
38,60461,252813,807,0.1,2,0
45,53108,649802,739,8.3,1,0
52,15000,299251,567,2.9,2,1
39,22939,353201,630,9.4,1,0
57,31292,318174,758,7.5,1,0
40,58395,798816,806,3.4,1,0
20,58314,922359,698,37.1,0,0
57,44261,691204,633,3.1,0,0
67,71764,405798,811,6.0,1,0
27,26482,494916,674,5.5,0,0
42,70695,907253,631,3.6,1,0
69,65175,930473,618,4.4,0,0
66,61484,51419,584,8.0,1,0
25,43948,355834,850,4.2,1,0
28,147037,369753,793,3.0,0,0
22,65901,755701,627,5.4,2,0
62,27419,419401,818,0.2,5,0
54,56896,786498,722,0.6,2,0
62,76994,186665,717,0.7,1,0
55,34445,544728,622,2.8,1,0
46,94236,909058,638,10.3,1,0
22,61649,136011,676,5.2,0,0
26,15000,3304893,522,18.0,1,1
65,58677,1147055,641,0.2,2,1
19,38421,442892,680,6.4,0,0
18,67663,228039,784,1.9,0,0
57,86381,384589,630,0.1,3,0
68,55110,473090,744,8.7,0,0
47,133139,629404,515,0.9,0,0
28,44036,1469640,773,1.2,1,0
45,71317,302283,607,2.1,0,0
61,79456,693958,690,7.8,3,0
29,46239,157323,712,4.9,2,0
56,78218,317781,696,1.5,1,0
43,34310,598016,671,0.9,0,0
30,38042,769125,580,0.6,3,1
25,22303,242174,608,0.8,2,1
45,56661,310943,759,10.1,4,0
47,59584,1423238,632,12.8,2,0
26,99464,1120770,671,17.2,2,0
56,78801,522701,560,9.0,1,1
48,41320,73915,748,10.9,3,0
38,24175,3298261,574,8.5,2,1
64,63558,435414,753,15.9,1,0
51,95458,344533,594,9.3,3,0
48,77119,291300,761,3.1,1,0
69,93965,597849,680,2.0,2,0
42,43168,602754,635,4.4,1,0
29,37050,946477,808,4.7,2,0
18,31503,210902,674,4.3,2,0
39,47404,344553,651,6.1,2,0
57,46762,2245495,752,6.0,0,0
54,55492,529491,561,0.5,3,1
64,45361,385378,477,1.7,4,1
18,45243,208293,772,11.0,4,0
18,30760,663144,613,4.5,1,1
59,86247,1009347,749,2.0,4,0
59,51323,890617,683,9.5,2,0
38,44149,359676,586,1.4,2,0
32,31305,590663,728,2.6,1,0
34,22045,1685086,647,1.6,0,1
39,107449,1042055,593,10.3,2,1
55,68376,236255,595,6.5,0,0
52,18502,57710,541,3.1,0,0
62,77488,560967,712,13.5,2,0
33,85262,838067,605,13.1,4,0
25,52818,185094,677,6.2,1,0
64,127882,439313,665,11.1,4,0
34,55828,358269,604,6.4,2,0
34,20950,480906,558,4.9,0,1
43,61028,286141,850,2.7,0,0
30,56779,1242217,676,1.6,6,1
34,34133,498009,825,0.3,2,0
55,69157,218991,773,8.1,3,0
34,18022,921695,654,0.7,3,1
65,88817,160917,694,2.6,1,0
31,28944,1236252,692,1.3,1,1
62,27147,977591,827,3.0,1,0
23,45784,1344886,746,1.9,2,0
52,63562,389805,615,8.9,1,0
63,54087,297481,708,19.1,2,0
31,31395,473173,744,14.2,0,0
64,36183,413515,585,4.9,1,1
25,24839,262448,719,19.4,1,0
32,42838,284105,787,2.6,3,0
44,93434,330017,611,3.7,1,0
30,48895,173511,622,1.5,1,0
66,82096,760986,772,11.4,2,0
48,117388,424285,651,1.0,0,0
52,34447,345689,601,4.7,2,0
23,43829,181991,750,8.0,2,0
22,180361,174853,726,4.5,0,0
39,116611,2081774,687,0.4,0,0
66,17971,267853,769,4.7,1,0
40,61838,721020,775,7.3,2,0
42,49037,503887,673,1.0,1,0
51,80488,50000,837,6.7,3,0
43,31351,1856049,806,10.5,1,0
64,29620,764721,521,21.5,2,1
22,32674,239393,597,2.6,2,1
43,34781,432486,499,0.1,1,1
37,79953,176425,654,2.7,1,0
23,24131,1906875,583,5.4,1,1
23,33739,214030,614,11.1,0,0
67,16757,291132,767,13.9,0,0
35,89704,246804,539,12.0,1,0
21,105094,471796,690,5.4,1,0
34,40285,1324112,689,5.7,0,0
31,40996,1851486,673,0.0,4,1
31,64339,321516,690,2.3,1,0
30,118739,598754,501,11.9,2,0
24,62640,472373,615,5.8,1,0
61,32256,201735,803,3.2,1,0
32,18558,3072630,584,0.6,1,1
36,25107,1316131,813,1.4,1,0
60,51222,514675,567,4.0,4,1
64,33083,1568296,557,11.4,0,1
61,55104,1166694,603,0.5,1,1
52,35180,472356,770,0.8,1,0
34,25980,574221,636,5.3,1,0
52,24192,1483182,707,1.7,2,1
36,125168,207539,685,0.9,1,0
37,83566,1687827,675,1.0,1,0
53,138456,369501,781,3.4,2,0
52,67776,1498149,741,4.4,4,0
49,37873,440567,588,11.7,2,0
65,108445,579595,657,3.8,2,0
61,48057,430435,819,5.9,0,0
57,55966,289099,705,1.0,0,0
41,47777,356452,559,6.2,0,0
34,15000,1333461,565,5.2,0,1
24,128391,69471,751,1.2,3,0
60,65814,164197,736,5.5,1,0
67,59748,247613,606,1.2,0,0
18,47237,186712,739,4.5,1,0
52,54071,1480638,807,5.5,0,0
49,34256,1210012,796,5.9,4,0
53,70965,710429,808,12.0,1,0
30,22375,265602,724,14.8,3,0
23,54810,1287279,665,8.3,2,0
31,68661,124181,647,10.5,0,0
54,43512,2454874,678,0.1,1,1
65,61237,255837,609,2.3,1,0
32,27043,358746,651,0.2,1,0
64,27460,313804,782,1.3,3,0
21,56501,187496,551,2.4,0,0
57,73653,2063863,556,10.1,0,1
33,15916,831607,746,3.6,1,0
45,67051,1169838,651,5.2,1,0
33,35386,166219,525,2.3,5,1
21,43665,511319,675,4.6,1,0
62,21944,671200,663,8.5,0,0
43,29408,549412,645,1.8,2,1
45,87524,174853,734,13.5,3,0
49,49996,1045912,573,1.2,1,0
62,38961,487594,681,12.6,0,0
19,45711,206081,663,0.1,0,0
48,65744,100287,683,3.9,0,0
20,63850,718796,541,21.1,1,0
25,46863,3141982,638,4.7,2,1
41,94445,196377,681,4.0,0,0
32,87752,507046,723,5.7,1,0
60,62819,1075609,827,1.7,3,0
48,50653,160216,744,0.3,3,0
26,72721,301352,716,1.4,0,0
56,59193,222319,781,1.0,1,0
62,92640,972612,655,12.9,1,0
19,84097,1277503,804,9.6,2,0
25,26610,502438,769,1.9,1,0
